Player_ID,Player Name,Position,Nationality,Age,Height,Year,Versus,Match_Date,Winner,Serve_Points,Serve_Errors,Serve_Attempts,Total_Serves,Set_Successes,Set_Errors,Set_Attempts,Total_Sets,Attack_Success,Attack Errors,Attack_Attempts,Total_Attacks,Block_Successful,Block_Errors,Block_Rebounds,Total_Blocks,Reception_Successful,Reception_Errors,Reception_Attemps,Total_Receptions,Dig_Success,Dig_Errors,Dig_Attempts,Total_Digs
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Brazil,2021-06-02,False,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,6,1,18,25,17,7,1,25
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Germany,2021-06-07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,USA,2021-06-08,False,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,3,6,10,13,3,2,18
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Dominican Republic,2021-06-12,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,5,2,0,0,2
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Netherlands,2021-06-13,False,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,6,2,15,23,22,5,0,27
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,China,2021-06-14,False,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Canada,2021-06-18,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Belgium,2021-06-19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,2
150445.0,De Bortoli Chiara,L,Italy,24.0,175,2021,Thailand,2021-06-20,True,0,0,0,0,1,0,14,15,0,0,0,0,0,0,0,0,12,1,14,27,18,6,2,26
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Poland,2021-05-25,False,0,0,16,16,0,0,0,0,7,2,9,18,2,3,1,6,0,0,0,0,4,0,0,4
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Serbia,2021-05-27,False,1,1,18,20,0,0,0,0,2,0,4,6,3,1,0,4,0,0,0,0,3,1,1,5
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Russia,2021-05-31,False,1,0,17,18,0,0,2,2,4,2,0,6,0,2,1,3,0,0,0,0,4,2,0,6
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Japan,2021-06-01,False,1,1,15,17,0,0,0,0,8,2,6,16,0,1,1,2,0,0,1,1,1,4,0,5
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Brazil,2021-06-02,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Germany,2021-06-07,True,3,1,10,14,0,0,3,3,3,1,4,8,2,0,2,4,0,0,0,0,3,2,0,5
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,USA,2021-06-08,False,0,0,7,7,0,0,0,0,2,0,3,5,1,2,0,3,0,0,0,0,1,1,0,2
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Dominican Republic,2021-06-12,False,0,0,13,13,0,0,1,1,10,1,5,16,4,3,3,10,0,0,0,0,4,2,0,6
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Netherlands,2021-06-13,False,1,1,12,14,0,0,0,0,6,1,4,11,4,4,1,9,0,0,0,0,0,2,0,2
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,China,2021-06-14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Canada,2021-06-18,True,0,0,9,9,0,0,0,0,4,1,5,10,2,2,5,9,0,0,0,0,2,1,1,4
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Belgium,2021-06-19,False,1,0,25,26,0,0,2,2,9,1,5,15,3,2,1,6,0,0,0,0,3,3,0,6
151661.0,Mazzaro Alessia,MB,Italy,23.0,184,2021,Thailand,2021-06-20,True,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
181258.0,Piva Rebecca,OH,Italy,20.0,183,2021,Dominican Republic,2021-06-12,False,0,1,1,2,0,0,0,0,0,2,6,8,0,0,0,0,1,0,6,7,2,1,0,3
181258.0,Piva Rebecca,OH,Italy,20.0,183,2021,Netherlands,2021-06-13,False,0,3,10,13,0,0,1,1,8,5,6,19,2,1,0,3,6,1,17,24,7,4,0,11
181258.0,Piva Rebecca,OH,Italy,20.0,183,2021,China,2021-06-14,False,0,1,3,4,0,0,0,0,5,1,8,14,0,0,1,1,4,1,5,10,4,2,0,6
181258.0,Piva Rebecca,OH,Italy,20.0,183,2021,Canada,2021-06-18,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0
181258.0,Piva Rebecca,OH,Italy,20.0,183,2021,Belgium,2021-06-19,False,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
181258.0,Piva Rebecca,OH,Italy,20.0,183,2021,Thailand,2021-06-20,True,2,3,10,15,0,0,2,2,4,3,7,14,1,3,8,12,5,0,11,16,15,3,1,19
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Poland,2021-05-25,False,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Serbia,2021-05-27,False,0,3,4,7,16,2,63,81,0,0,0,0,1,3,2,6,0,0,0,0,7,3,0,10
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Russia,2021-05-31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Japan,2021-06-01,False,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Brazil,2021-06-02,False,0,0,0,0,1,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Germany,2021-06-07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,USA,2021-06-08,False,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180478.0,Battistoni Ilaria,S,Italy,25.0,174,2021,Canada,2021-06-18,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Poland,2021-05-25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Serbia,2021-05-27,False,0,0,6,6,0,0,0,0,3,0,5,8,1,4,1,6,0,0,0,0,1,0,0,1
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Russia,2021-05-31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Japan,2021-06-01,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Brazil,2021-06-02,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Germany,2021-06-07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,USA,2021-06-08,False,0,1,7,8,0,0,0,0,3,0,4,7,2,2,3,7,0,0,0,0,0,0,1,1
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Dominican Republic,2021-06-12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Netherlands,2021-06-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,China,2021-06-14,False,0,3,8,11,0,0,1,1,1,1,4,6,1,2,0,3,0,1,0,1,3,2,0,5
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Belgium,2021-06-19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136692.0,Furlan Eleonora,MB,Italy,27.0,189,2021,Thailand,2021-06-20,True,1,3,6,10,0,0,2,2,11,1,6,18,8,10,10,28,0,0,0,0,6,2,0,8
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Poland,2021-05-25,False,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,0,1,0,0,0,0
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Serbia,2021-05-27,False,0,0,5,5,0,0,0,0,3,1,1,5,0,0,0,0,0,0,1,1,3,0,0,3
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Russia,2021-05-31,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Japan,2021-06-01,False,1,0,6,7,0,0,0,0,3,1,4,8,1,0,0,1,4,0,5,9,3,1,0,4
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Brazil,2021-06-02,False,0,2,8,10,0,0,1,1,18,10,14,42,1,0,0,1,4,1,20,25,2,4,2,8
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Germany,2021-06-07,True,0,0,2,2,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,USA,2021-06-08,False,0,2,7,9,0,0,3,3,10,3,7,20,2,1,0,3,8,2,38,48,3,1,1,5
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Dominican Republic,2021-06-12,False,0,1,12,13,0,0,1,1,11,6,13,30,2,1,0,3,9,3,8,20,10,3,0,13
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Netherlands,2021-06-13,False,0,0,15,15,0,0,3,3,19,2,26,47,2,1,0,3,8,3,24,35,6,7,1,14
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,China,2021-06-14,False,0,0,8,8,0,0,3,3,11,5,17,33,0,0,0,0,6,1,21,28,4,3,0,7
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Canada,2021-06-18,True,0,0,9,9,0,0,1,1,9,1,8,18,2,0,0,2,4,1,20,25,7,2,1,10
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Belgium,2021-06-19,False,0,0,2,2,0,0,2,2,2,1,7,10,0,0,0,0,2,2,10,14,1,0,0,1
151663.0,Melli Giulia,OH,Italy,24.0,184,2021,Thailand,2021-06-20,True,1,1,17,19,0,0,2,2,17,3,23,43,2,2,0,4,7,0,8,15,7,2,2,11
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Poland,2021-05-25,False,2,2,16,20,0,0,1,1,13,4,25,42,4,5,3,12,4,2,9,15,10,1,1,12
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Serbia,2021-05-27,False,0,1,8,9,0,0,1,1,10,7,15,32,0,0,2,2,4,0,13,17,6,1,0,7
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Russia,2021-05-31,False,0,2,3,5,0,0,0,0,2,4,13,19,0,0,0,0,0,0,3,3,4,1,0,5
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Japan,2021-06-01,False,2,4,12,18,0,0,0,0,7,1,9,17,0,1,0,1,15,4,17,36,8,5,0,13
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Brazil,2021-06-02,False,0,3,10,13,0,0,3,3,7,4,17,28,0,1,1,2,5,1,18,24,6,4,1,11
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Germany,2021-06-07,True,0,3,4,7,0,0,1,1,7,0,10,17,0,3,3,6,6,0,8,14,7,1,0,8
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,USA,2021-06-08,False,1,3,9,13,0,0,1,1,10,4,19,33,0,3,3,6,6,2,10,18,4,1,1,6
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Dominican Republic,2021-06-12,False,0,2,11,13,0,0,0,0,2,3,13,18,0,0,0,0,6,2,4,12,3,3,0,6
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Canada,2021-06-18,True,3,1,13,17,0,0,3,3,10,2,9,21,0,4,3,7,4,0,8,12,9,1,2,12
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Belgium,2021-06-19,False,1,3,6,10,0,0,0,0,10,4,24,38,2,2,0,4,9,5,12,26,10,2,1,13
143391.0,D'Odorico Sofia,OH,Italy,25.0,186,2021,Thailand,2021-06-20,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,0,0,1
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Poland,2021-05-25,False,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,12,1,14,27,24,4,0,28
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Serbia,2021-05-27,False,0,0,0,0,0,1,7,8,0,0,0,0,0,0,0,0,11,0,6,17,9,6,0,15
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Russia,2021-05-31,False,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,14,18,9,5,2,16
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Japan,2021-06-01,False,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,11,0,15,26,18,7,1,26
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Brazil,2021-06-02,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,3,7,2,0,1,3
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Germany,2021-06-07,True,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,9,0,8,17,13,2,3,18
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,USA,2021-06-08,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,1,0,5
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Dominican Republic,2021-06-12,False,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,17,3,12,32,18,3,4,25
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Netherlands,2021-06-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,China,2021-06-14,False,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,1,3,13,7,6,0,13
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Canada,2021-06-18,True,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,0,10,14,11,0,3,14
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Belgium,2021-06-19,False,0,0,0,0,0,1,13,14,0,0,0,0,0,0,0,0,9,0,14,23,10,12,2,24
173402.0,Fersino Eleonora,L,Italy,22.0,-,2021,Thailand,2021-06-20,True,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,8,0,1,9,1,0,0,1
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Poland,2021-05-25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Serbia,2021-05-27,False,0,1,11,12,0,1,0,1,3,7,15,25,1,0,0,1,9,2,29,40,9,2,1,12
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Russia,2021-05-31,False,0,0,4,4,0,0,1,1,5,3,4,12,0,0,0,0,2,3,2,7,4,2,0,6
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Japan,2021-06-01,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Brazil,2021-06-02,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,3
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Germany,2021-06-07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,USA,2021-06-08,False,0,0,1,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0,5,5,0,2,0,2
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Dominican Republic,2021-06-12,False,0,0,4,4,0,0,0,0,3,2,2,7,0,0,0,0,3,0,3,6,0,0,0,0
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Netherlands,2021-06-13,False,1,1,3,5,0,0,0,0,3,3,7,13,0,1,0,1,2,0,4,6,3,2,0,5
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,China,2021-06-14,False,0,0,3,3,0,0,0,0,4,1,1,6,0,0,0,0,1,2,11,14,0,2,1,3
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Canada,2021-06-18,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Belgium,2021-06-19,False,0,0,1,1,0,0,0,0,2,0,2,4,0,0,0,0,0,0,1,1,1,0,0,1
173730.0,Omoruyi Oghosasere Loveth,OH,Italy,19.0,184,2021,Thailand,2021-06-20,True,1,0,15,16,0,0,2,2,28,5,27,60,4,4,4,12,5,3,14,22,15,3,1,19
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Thailand,2021-05-25,True,1,1,6,8,0,0,0,0,9,0,15,24,3,5,2,10,0,0,0,0,9,1,1,11
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,China,2021-05-26,True,1,2,6,9,0,0,0,0,16,3,16,35,0,0,0,0,1,0,3,4,9,0,0,9
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Brazil,2021-05-31,False,0,1,7,8,0,0,0,0,8,4,20,32,0,2,1,3,4,1,7,12,6,3,2,11
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Italy,2021-06-01,True,1,4,11,16,0,0,0,0,14,6,19,39,0,0,0,0,10,0,11,21,11,4,1,16
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Russia,2021-06-02,True,2,2,7,11,0,1,2,3,9,5,12,26,0,1,1,2,0,0,1,1,2,3,0,5
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Netherlands,2021-06-06,False,1,0,10,11,0,0,2,2,18,2,16,36,0,1,1,2,0,0,1,1,9,3,2,14
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Canada,2021-06-07,True,1,0,22,23,0,0,1,1,12,3,5,20,0,2,2,4,0,0,0,0,15,3,0,18
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Poland,2021-06-08,True,2,1,18,21,1,0,2,3,19,7,22,48,0,4,2,6,0,0,0,0,13,5,2,20
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,USA,2021-06-13,False,3,2,12,17,0,0,1,1,12,4,14,30,0,2,3,5,0,0,2,2,14,5,0,19
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Belgium,2021-06-14,True,0,1,20,21,0,0,7,7,9,8,15,32,0,3,1,4,0,0,0,0,20,3,1,24
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Dominican Republic,2021-06-18,True,2,0,20,22,0,0,6,6,16,3,24,43,1,2,1,4,1,0,1,2,27,1,1,29
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Germany,2021-06-19,True,0,1,14,15,0,1,1,2,12,6,17,35,1,3,2,6,0,0,2,2,14,4,2,20
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Serbia,2021-06-20,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146401.0,Kurogo Ai,OH,Japan,23.0,180,2021,Brazil,2021-06-24,False,2,2,13,17,0,0,6,6,15,6,22,43,0,3,3,6,2,0,6,8,19,3,3,25
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Thailand,2021-05-25,True,2,1,11,14,0,0,0,0,8,2,7,17,2,1,2,5,11,1,5,17,5,0,0,5
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,China,2021-05-26,True,2,1,11,14,0,0,0,0,11,5,11,27,0,0,1,1,11,0,9,20,10,1,0,11
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Brazil,2021-05-31,False,0,2,6,8,0,0,4,4,12,3,18,33,1,5,2,8,5,0,9,14,6,0,0,6
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Italy,2021-06-01,True,1,1,21,23,0,0,1,1,21,7,22,50,1,1,0,2,12,3,6,21,1,1,0,2
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Russia,2021-06-02,True,3,2,12,17,0,0,1,1,18,3,20,41,0,1,1,2,8,1,9,18,6,4,1,11
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Netherlands,2021-06-06,False,0,2,9,11,0,0,1,1,10,5,14,29,0,1,3,4,2,0,6,8,10,1,2,13
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Canada,2021-06-07,True,0,0,9,9,0,0,2,2,9,3,13,25,0,1,5,6,9,0,8,17,11,1,0,12
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Poland,2021-06-08,True,0,2,16,18,0,0,2,2,24,5,14,43,2,4,3,9,17,0,22,39,13,2,1,16
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Belgium,2021-06-14,True,0,1,11,12,0,0,0,0,21,6,25,52,0,1,3,4,6,1,22,29,16,3,3,22
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Dominican Republic,2021-06-18,True,2,1,20,23,0,0,3,3,19,6,32,57,2,4,3,9,20,0,14,34,13,9,2,24
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Germany,2021-06-19,True,4,0,15,19,0,0,2,2,11,2,19,32,1,3,3,7,4,2,15,21,9,2,1,12
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Serbia,2021-06-20,True,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143437.0,Nishida Sarina,OH,Japan,25.0,180,2021,Brazil,2021-06-24,False,2,0,15,17,0,0,3,3,16,6,28,50,0,3,4,7,20,1,17,38,13,3,5,21
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Thailand,2021-05-25,True,0,1,10,11,0,0,0,0,9,0,8,17,2,5,6,13,0,0,0,0,1,0,0,1
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,China,2021-05-26,True,0,1,15,16,0,0,0,0,7,0,5,12,0,2,2,4,0,0,0,0,2,1,0,3
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Brazil,2021-05-31,False,1,0,6,7,1,0,3,4,1,1,6,8,2,3,1,6,1,0,0,1,2,0,1,3
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Italy,2021-06-01,True,0,0,3,3,0,0,1,1,1,1,2,4,0,4,0,4,0,1,0,1,1,0,0,1
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Canada,2021-06-07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Poland,2021-06-08,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,USA,2021-06-13,False,1,0,5,6,0,0,2,2,5,0,7,12,0,6,5,11,1,0,1,2,4,0,1,5
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Belgium,2021-06-14,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Dominican Republic,2021-06-18,True,0,0,11,11,0,0,2,2,9,1,12,22,4,6,15,25,0,0,0,0,9,1,0,10
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Germany,2021-06-19,True,1,0,6,7,0,0,1,1,12,1,9,22,0,3,3,6,1,0,1,2,4,1,0,5
141953.0,Shimamura Haruyo,MB,Japan,30.0,182,2021,Brazil,2021-06-24,False,0,0,8,8,0,0,2,2,7,3,8,18,1,4,8,13,0,0,0,0,4,0,2,6
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Thailand,2021-05-25,True,2,2,7,11,0,0,0,0,9,1,4,14,3,2,5,10,3,0,0,3,1,0,0,1
112717.0,Araki Erika,MB,Japan,37.0,186,2021,China,2021-05-26,True,2,0,10,12,0,0,1,1,3,1,7,11,1,4,1,6,0,0,0,0,1,0,0,1
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Brazil,2021-05-31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Italy,2021-06-01,True,3,0,18,21,0,1,0,1,11,3,6,20,2,8,3,13,0,0,0,0,2,1,0,3
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Russia,2021-06-02,True,1,1,12,14,0,0,2,2,2,2,4,8,2,0,1,3,1,0,0,1,1,1,0,2
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Netherlands,2021-06-06,False,1,0,13,14,0,0,2,2,6,1,8,15,3,5,3,11,0,0,0,0,1,1,4,6
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Canada,2021-06-07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Poland,2021-06-08,True,0,1,19,20,0,0,0,0,8,2,9,19,1,4,6,11,0,0,1,1,6,0,0,6
112717.0,Araki Erika,MB,Japan,37.0,186,2021,USA,2021-06-13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Belgium,2021-06-14,True,1,1,14,16,0,0,0,0,6,1,7,14,2,8,9,19,0,0,1,1,4,0,0,4
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Dominican Republic,2021-06-18,True,1,2,15,18,0,0,4,4,6,3,6,15,0,5,6,11,0,0,1,1,4,1,0,5
112717.0,Araki Erika,MB,Japan,37.0,186,2021,Germany,2021-06-19,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
